imdbid,year,binary,Country,Production,Rated,Genre,Writers F,Writers M,Director
tt0431021,2012,T,USA,Lionsgate Films,PG-13,Horror,2,0,M
tt2216240,2012,F,Denmark,Magnolia Pictures,R,Drama,0,1,M
tt1386703,2012,F,USA,Sony Pictures,PG-13,Action,0,7,M
tt2094064,2012,T,USA,Roadside Attractions,PG-13,Comedy,0,1,M
tt1477855,2012,F,UK,Focus Features,R,Biography,0,1,M
tt2142955,2012,T,Finland,Pystymetsä Oy,N/A,Drama,0,0,M
tt1034314,2012,T,Finland,Entertainment One Pictures,R,Action,1,1,M
tt2258281,2012,T,Romania,IFC Films,NOT RATED,Drama,1,1,M
tt1525366,2012,T,Ireland,IFC,NOT RATED,Comedy,0,1,M
tt1791614,2012,T,USA,Tribeca Film,NOT RATED,Comedy,0,1,M
tt2105044,2012,F,USA,Magnolia Pictures,R,Horror,0,8,M
tt2098628,2012,T,France,Music Box Films,NOT RATED,Drama,1,0,F
tt1440129,2012,F,USA,Universal,PG-13,Action,0,1,M
tt1935902,2012,T,USA,Magnolia Pictures,R,Comedy,0,0,M
tt2040560,2012,T,USA,IFC Films,R,Horror,0,1,M
tt1492841,2012,T,USA,Film Movement,N/A,Comedy,0,0,M
tt2093109,2012,T,USA,Roadside Attractions,PG-13,Documentary,0,0,F
tt1931533,2012,F,UK,CBS Films,R,Comedy,0,1,M
tt2108546,2012,T,Netherlands,Tribeca Film,NOT RATED,Comedy,0,0,M
tt1855401,2012,F,USA,Magnolia Pictures,R,Comedy,0,3,M
tt0850677,2012,T,USA,Magnolia Pictures,R,Drama,0,1,M
tt1613750,2012,F,UK,The Weinstein Company,PG-13,Adventure,0,0,M
tt2150332,2012,T,France,Samuel Goldwyn Films,R,Biography,0,0,M
tt1586265,2012,T,USA,Lionsgate Films,PG-13,Comedy,2,0,M
tt1900854,2012,F,UK,Strand Releasing,NOT RATED,Drama,0,1,M
tt1409024,2012,F,USA,Sony Pictures,PG-13,Action,0,0,M
tt1842356,2012,T,UK,Fangoria,N/A,Horror,0,1,M
tt1568338,2012,F,USA,Summit Entertainment,PG-13,Action,0,1,M
tt2097307,2012,T,USA,Open Road Films,R,Action,0,1,M
tt1446714,2012,T,USA,20th Century Fox,R,Adventure,0,3,M
tt1816518,2012,F,France,GKIDS,PG,Animation,1,1,M
tt1673697,2012,T,Australia,The Weinstein Company,PG-13,Biography,0,3,M
tt1595656,2012,T,USA,Magnolia Pictures,R,Drama,0,1,M
tt1817273,2012,F,USA,Focus Features,R,Crime,0,5,M
tt1866249,2012,F,USA,Fox Searchlight Pictures,R,Biography,0,2,M
tt1745686,2012,F,Austria,Music Box Films,NOT RATED,Drama,0,1,M
tt1920849,2012,T,USA,Radius-TWC,R,Comedy,0,0,M
tt1924394,2012,F,UK,IFC Films,N/A,Comedy,0,1,M
tt2098627,2012,T,USA,N/A,R,Comedy,0,1,M
tt2109184,2012,T,USA,Paramount Pictures,R,Horror,0,2,M
tt2168910,2012,T,UK,Eros Entertainment,NOT RATED,Comedy,0,0,M
tt1781840,2012,T,USA,Anchor Bay Films,R,Drama,0,1,M
tt2215395,2012,T,France,Cohen Media Group,R,Comedy,2,0,M
tt2346744,2012,T,India,N/A,N/A,Romance,0,1,M
tt1716777,2012,T,USA,Dreamworks Pictures,PG-13,Comedy,0,2,M
tt1673434,2012,T,USA,Lionsgate/Summit Entertainment,PG-13,Adventure,1,0,M
tt1760967,2012,T,UK,Revolver Entertainment,NOT RATED,Crime,0,0,M
tt2046090,2012,T,Spain,N/A,NOT RATED,Drama,0,3,M
tt0454876,2012,F,USA,20th Century Fox,PG,Adventure,0,1,M
tt1699498,2012,T,USA,Anchor Bay Entertainment,NOT RATED,Comedy,2,3,M
tt2005156,2012,T,USA,TLA Releasing,N/A,Comedy,0,1,M
tt2189240,2012,T,USA,,PG-13,Thriller,0,1,M
tt1730189,2012,F,USA,N/A,N/A,Action,0,1,M
tt1859650,2012,F,USA,Sony Pictures Classics,R,Comedy,0,0,M
tt2181931,2012,T,India,Eros Entertainment,NOT RATED,Comedy,0,0,M
tt1217213,2012,T,USA,Walt Disney Pictures,G,Animation,1,1,M
tt1733114,2012,T,USA,Axis Pacific Filmworks,TV-PG,Comedy,2,1,M
tt1977739,2012,T,Sweden,Garagefilm International,N/A,Drama,0,0,M
tt2678152,2012,F,USA,N/A,N/A,Short,1,1,F
tt2504614,2012,T,Serbia,N/A,N/A,Adventure,3,0,F
tt1478804,2012,F,Hong Kong,Cinema Epoch,NOT RATED,Thriller,0,1,M
tt1611224,2012,T,USA,20th Century Fox,R,Action,0,2,M
tt2249628,2012,F,Germany,N/A,N/A,Short,0,1,M
tt1854513,2012,T,Spain,Cohen Media Group,PG-13,Drama,0,1,M
tt1555093,2012,T,UK,Well Go USA,NOT RATED,Drama,1,2,M
tt2091243,2012,T,USA,Slamdance,R,Comedy,0,4,M
tt2062969,2012,F,France,Adopt Films,UNRATED,Crime,0,2,M
tt2318625,2012,F,Israel,Breaking Glass Pictures,N/A,Drama,0,2,M
tt1928337,2012,T,USA,Phase 4 Films,TV-14,Horror,0,5,M
tt1710417,2012,T,USA,Fox Searchlight Pictures,R,Comedy,1,0,M
tt2208216,2012,F,Lithuania,Artsploitation Films,UNRATED,Romance,1,1,F
tt1606339,2012,F,USA,Assembly Line,R,Crime,0,0,M
tt2275949,2012,F,Ireland,Indican Pictures,N/A,Drama,1,0,M
tt1212450,2012,F,USA,The Weinstein Company,R,Crime,0,1,M
tt1656190,2012,F,USA,Lionsgate Films,R,Action,0,0,M
tt1547234,2012,T,USA,Columbia Pictures,PG-13,Action,0,2,M
tt1713476,2012,F,USA,Roadside Attraction,R,Horror,0,2,M
tt1392170,2012,T,USA,Lionsgate,PG-13,Adventure,0,2,M
tt2077851,2012,F,USA,IFC Films,PG-13,Comedy,0,4,M
tt1954780,2012,T,USA,Midnight Releasing,NOT RATED,Adventure,0,1,M
tt1646987,2012,F,Spain,Warner Bros.,PG-13,Action,0,2,M
tt1907668,2012,T,USA,Paramount Pictures,R,Drama,0,1,M
tt1839492,2012,T,USA,Fox Searchlight,R,Comedy,1,0,M
tt1817676,2012,T,USA,Lionsgate/Pantelion Films,PG-13,Comedy,0,0,F
tt1829012,2012,T,France,Entertainment One,R,Drama,2,1,M
tt1430626,2012,F,UK,Sony Pictures,PG,Animation,0,2,M
tt2185503,2012,F,Netherlands,N/A,N/A,N/A,0,0,M
tt2107835,2012,T,USA,Tall Skinny Black Boy Productions,N/A,Comedy,0,0,M
tt1276104,2012,F,USA,Sony Pictures,R,Action,0,0,M
tt1496422,2012,T,USA,Millenium Films,R,Crime,0,3,M
tt1978480,2012,T,USA,Wolfe Releasing,NOT RATED,Drama,1,0,F
tt1748260,2012,T,USA,Freestyle Releasing,PG-13,Drama,0,1,M
tt2106739,2012,T,USA,Independent Pictures,NOT RATED,Comedy,0,1,M
tt1822302,2012,T,USA,Phase 4 Films,R,Comedy,0,0,M
tt1844025,2012,T,Japan,Kadokawa Pictures,NOT RATED,Horror,0,0,M
tt2245195,2012,F,USA,Variance Films,NOT RATED,Comedy,0,1,M
tt1981677,2012,T,USA,Universal Studios,PG-13,Comedy,0,0,M
tt0848228,2012,F,USA,Walt Disney Pictures,PG-13,Action,0,0,M
tt0860907,2012,T,Japan,Eleven Arts,TV-14,Animation,0,0,M
tt1996310,2012,T,Germany,Music Box Films,NOT RATED,Drama,1,0,M
tt1195478,2012,T,USA,Universal Pictures,R,Comedy,0,2,M
tt1142977,2012,F,USA,Walt Disney Pictures,PG,Animation,0,2,M
tt2107648,2012,T,Mexico,Magnolia Pictures,NOT RATED,Horror,0,0,M
tt0837562,2012,T,USA,Sony Pictures,PG,Animation,0,4,M
tt1524137,2012,T,USA,Universal Pictures,R,Action,0,1,M
tt2008562,2012,F,France,GMT Productions,N/A,Comedy,0,0,M
tt1995304,2012,F,USA,Outsider Pictures,R,Comedy,0,2,M
tt2328749,2012,T,USA,Sony Pictures Television,NOT RATED,Comedy,0,1,M
tt1658837,2012,T,USA,Image Entertainment,R,Crime,0,0,M
tt1024648,2012,T,USA,Warner Bros. Pictures,R,Biography,0,2,M
tt0938330,2012,T,Canada,Open Road Films,R,Horror,0,0,M
tt2140203,2012,T,Japan,N/A,PG,Animation,0,0,M
tt2063781,2012,T,USA,Sony Pictures Classics,R,Drama,1,1,M
tt1991245,2012,F,USA,Warner Bros. Pictures,R,Horror,0,1,M
tt0763831,2012,F,USA,Paramount Pictures,PG-13,Comedy,0,1,M
tt1783732,2012,F,USA,Magnolia Pictures,R,Comedy,0,1,M
tt1876451,2012,T,USA,Sony Pictures,PG-13,Drama,1,2,M
tt2106476,2012,F,Denmark,Magnolia Pictures,R,Drama,0,2,M
tt2396701,2012,T,USA,N/A,TV-MA,Fantasy,0,1,M
tt2024519,2012,T,Belgium,Tribeca Film,NOT RATED,Drama,1,3,M
tt1748122,2012,T,USA,Focus Features,PG-13,Adventure,0,1,M
tt1954701,2012,F,Germany,Music Box Films,NOT RATED,Comedy,0,1,M
tt1821480,2012,T,India,Viacom 18 Motion Pictures &amp; Pen India,NOT RATED,Mystery,0,1,M
tt1602472,2012,T,France,Magnolia Pictures,R,Comedy,3,0,F
tt1701215,2012,T,USA,First Pond Entertainment,NOT RATED,Drama,1,0,F
tt2446108,2012,T,USA,Universal Pictures,TV-Y7,Animation,0,1,M
tt1918806,2012,T,USA,IFC Midnight,NOT RATED,Drama,3,2,M
tt1845849,2012,T,USA,IFC Films,NOT RATED,Comedy,0,1,M
tt1915581,2012,T,USA,Warner Bros. Pictures,R,Comedy,0,1,M
tt1707386,2012,T,UK,Universal Pictures,PG-13,Drama,0,2,M
tt0975645,2012,F,USA,Fox Searchlight Pictures,PG-13,Biography,0,2,M
tt1615065,2012,T,USA,Universal Pictures,R,Crime,0,2,M
tt2347569,2012,T,USA,IFC Films,R,Comedy,1,1,M
tt2523692,2012,T,UK,N/A,N/A,Horror,0,5,M
tt1758575,2012,T,USA,Roadside Attractions,PG-13,Comedy,0,4,M
tt2112131,2012,F,India,Eros Entertainment,NOT RATED,Action,0,0,M
tt1601913,2012,F,USA,Open Road Films,R,Action,0,3,M
tt2435166,2012,T,USA,N/A,N/A,Comedy,1,0,F
tt1397280,2012,F,France,20th Century Fox,PG-13,Action,0,2,M
tt1706593,2012,F,USA,20th Century Fox,PG-13,Drama,0,3,M
tt2243621,2012,T,Russia,Vertical Entertainment,PG,Animation,0,1,M
tt2023690,2012,T,UK,IFC Films,NOT RATED,Adventure,2,1,M
tt1345836,2012,F,UK,Warner Bros. Pictures,PG-13,Action,0,4,M
tt1874789,2012,F,USA,Independent Pictures,NOT RATED,Comedy,0,1,M
tt2258337,2012,F,India,Ficus,NOT RATED,Action,0,0,M
tt1800741,2012,T,USA,Summit Entertainment,PG-13,Drama,1,0,M
tt1995341,2012,T,USA,Oscilloscope Laboratories,R,Comedy,0,1,M
tt1045658,2012,T,USA,The Weinstein Company,R,Comedy,0,2,M
tt1298649,2012,F,USA,20th Century Fox,R,Action,0,3,M
tt1848902,2012,T,USA,HBO,TV-MA,Biography,0,3,M
tt2243973,2012,T,USA,,TV-14,Crime,0,1,M
tt2313197,2012,T,USA,WARNER BROTHERS PICTURES,PG-13,Animation,0,1,M
tt1194173,2012,T,USA,Universal Pictures,PG-13,Action,0,3,M
tt1655460,2012,T,USA,Universal Pictures,R,Comedy,0,1,M
tt1996264,2012,T,USA,Focus Features,R,Comedy,2,0,F
tt1480656,2012,F,Canada,Entertainment One,R,Drama,0,1,M
tt2205697,2012,T,USA,Millenium Entertainment,R,Comedy,0,1,M
tt1823125,2012,F,USA,Tribeca Film,NOT RATED,Drama,1,2,M
tt1636826,2012,F,USA,Warner Bros. Pictures,R,Comedy,0,2,M
tt1764625,2012,F,Spain,N/A,TV-PG,Animation,1,5,M
tt2190367,2012,T,Brazil,Cinema Guild,UNRATED,Drama,0,0,M
tt0455323,2012,F,USA,Focus Features,R,Drama,0,2,M
tt2034761,2012,T,Norway,Moskus Film,G,Adventure,0,0,M
tt1597522,2012,F,France,N/A,N/A,Adventure,0,1,M
tt2328503,2012,T,South Korea,CJ Entertainment,N/A,Drama,0,0,M
tt1928335,2012,F,USA,Well Go USA,R,Action,0,0,M
tt1853643,2012,T,USA,IFC Films,R,Comedy,0,0,M
tt1606389,2012,T,USA,Sony Pictures,PG-13,Drama,1,2,M
tt1984153,2012,T,USA,Anchor Bay Films,NOT RATED,Drama,0,1,M
tt2076220,2012,F,France,Indomina Releasing,NOT RATED,Drama,0,0,M
tt2370034,2012,F,France,Artemis Productions,N/A,Drama,1,0,M
tt1482459,2012,F,USA,Warner Bros.,PG,Animation,0,0,M
tt0401729,2012,T,USA,Walt Disney Pictures,PG-13,Action,0,4,M
tt1790886,2012,F,USA,Warner Bros. Pictures,R,Comedy,0,5,M
tt2294076,2012,T,Japan,,TV-14,Animation,0,0,M
tt1990314,2012,F,USA,Samuel Goldwyn Films,PG-13,Comedy,0,1,M
tt2059255,2012,F,Chile,Sony Pictures Classics,R,Drama,0,2,M
tt1587309,2012,T,UK,Paragraph Pictures,R,Comedy,0,0,M
tt1307068,2012,F,USA,Focus Features,R,Adventure,0,0,M
tt1649444,2012,T,Spain,Magnet Releasing,R,Horror,0,1,M
tt1979319,2012,T,Japan,N/A,TV-MA,Action,0,0,M
tt1560747,2012,F,USA,The Weinstein Company,R,Drama,0,1,M
tt1649419,2012,F,Spain,Lionsgate Films,PG-13,Drama,0,1,M
tt2006810,2012,F,UK,Double M Films,NOT RATED,Comedy,0,1,M
tt1641975,2012,F,Ireland,Cinedigm Entertainment,R,Drama,0,0,M
tt2336960,2012,T,Canada,Entertainment One,R,Drama,0,0,M
tt1870529,2012,T,USA,20th Century Fox,PG,Drama,0,1,M
tt2601160,2012,T,USA,N/A,N/A,Short,0,1,M
tt1764234,2012,F,USA,The Weinstein Co.,R,Crime,0,2,M
tt2377396,2012,T,Norway,Motlys AS,N/A,Comedy,0,0,M
tt0423455,2012,F,USA,HBO Films,TV-MA,Biography,1,1,M
tt1308729,2012,F,USA,Warner Bros. Pictures,R,Action,1,3,M
tt2025667,2012,T,USA,Fever Productions,R,Comedy,0,2,M
tt2304517,2012,T,USA,The Asylum,R,Comedy,1,1,M
tt1077368,2012,T,USA,Warner Bros. Pictures,PG-13,Comedy,0,3,M
tt1486192,2012,F,USA,Relativity Media,R,Crime,1,1,M
tt1074638,2012,T,UK,MGM,PG-13,Action,0,3,M
tt1531901,2012,T,UK,IFC Films,R,Drama,0,0,M
tt2061712,2012,F,UK,Well Go USA,NOT RATED,Action,0,0,M
tt1772341,2012,T,USA,Walt Disney Pictures,PG,Animation,1,3,M
tt1232200,2012,F,USA,Sony Pictures,R,Comedy,0,1,M
tt2404153,2012,F,USA,"MAX PIX, INC",N/A,Family,0,1,M
tt1945062,2012,T,USA,IFC Films,R,Drama,1,1,M
tt2088714,2012,T,USA,Cinedigm,NOT RATED,Documentary,1,0,F
tt1591071,2012,T,USA,FilmBuff,N/A,Comedy,1,0,M
tt2147550,2012,T,Germany,Riva Filmproduktion,N/A,Drama,0,0,M
tt2318360,2012,T,Mexico,N/A,N/A,Horror,0,0,M
tt1234719,2012,F,USA,Film District,PG-13,Action,0,5,M
tt1591479,2012,F,USA,Relativity Media,R,Action,0,0,M
tt1336608,2012,T,USA,New Line Cinema,PG-13,Comedy,0,4,M
tt1854236,2012,T,Denmark,Sony Pictures Classics,R,Comedy,0,0,M
tt1926992,2012,T,Iran,N/A,N/A,Drama,0,1,M
tt2179121,2012,T,France,Under the Milky Way,PG,Comedy,0,0,M
tt1790885,2012,T,USA,Columbia Pictures,R,Drama,0,1,F
tt1232829,2012,F,USA,Sony Pictures,R,Action,0,5,M
tt1277953,2012,F,USA,Paramount/Dreamworks,PG,Animation,0,3,M
tt2094155,2012,F,USA,Cinedigm,NOT RATED,Drama,0,1,M
tt0790724,2012,F,USA,Paramount Pictures,PG-13,Action,0,2,M
tt1560985,2012,T,USA,Paramount Pictures,R,Horror,0,2,M
tt2224455,2012,F,USA,WARNER BROTHERS PICTURES,PG-13,Animation,3,8,M
tt1496025,2012,T,USA,Screen Gems,R,Action,1,4,M
tt1446192,2012,F,USA,Paramount Studios,PG,Animation,0,2,M
tt1598828,2012,T,USA,Lionsgate Films,PG-13,Action,3,0,F
tt1959438,2012,T,USA,Magnolia Pictures,R,Drama,0,0,M
tt2285752,2012,F,Netherlands,N/A,N/A,Short,0,1,M
tt1869653,2012,F,USA,Intelligent Life Media,NOT RATED,Comedy,0,1,M
tt2153963,2012,T,Portugal,Adopt Films,NOT RATED,Drama,1,1,M
tt2035630,2012,T,USA,Music Box Films,NOT RATED,Drama,0,2,M
tt1327194,2012,T,USA,Warner Bros. Pictures,PG-13,Drama,0,2,M
tt1932767,2012,T,USA,Millenium Entertainment,R,Drama,1,1,M
tt1694020,2012,T,USA,Paramount Pictures,PG-13,Comedy,0,0,F
tt1959332,2012,T,Canada,Xlrator Media,R,Drama,1,0,M
tt2254131,2012,T,USA,Screen Media Films,NOT RATED,Drama,0,1,M
tt2275990,2012,T,UK,,N/A,Crime,0,0,M
tt1937149,2012,T,Spain,Sony Pictures Releasing,N/A,Mystery,1,0,M
tt3100510,2012,F,USA,N/A,N/A,Short,0,0,M
tt1623288,2012,T,USA,Focus Features,PG,Animation,0,1,M
tt1405365,2012,T,USA,Sony Pictures Classics,R,Comedy,0,1,M
tt1596365,2012,F,UK,CBS Films,PG-13,Drama,2,0,M
tt1462769,2012,T,USA,Walt Disney Pictures,PG,Comedy,0,1,M
tt1731697,2012,T,USA,Anchor Bay Films,R,Horror,0,0,M
tt1753722,2012,F,Brazil,Xlrator Media,TV-MA,Action,0,0,M
tt2147319,2012,T,Japan,N/A,N/A,Drama,0,0,M
tt1276419,2012,T,Denmark,Magnolia Pictures,R,Biography,0,0,M
tt1769363,2012,T,USA,Tribeca Films,PG-13,Comedy,0,1,M
tt1942989,2012,F,USA,Monterey Media Inc.,PG-13,Drama,0,3,M
tt1872818,2012,F,USA,IFC Films,PG-13,Comedy,0,1,M
tt1965065,2012,F,USA,IFC Films,R,Comedy,0,2,M
tt1545106,2012,T,USA,Anchor Bay Entertainment,PG-13,Comedy,1,0,F
tt2287663,2012,T,USA,Sony Pictures Entertainment,TV-14,Adventure,1,1,M
tt1645155,2012,F,USA,Radius-TWC,R,Action,0,0,M
tt2139843,2012,T,USA,Phase 4 Films,R,Drama,1,0,F
tt2140373,2013,T,USA,Walt Disney Pictures,PG-13,Biography,1,0,M
tt1659338,2013,F,UK,Image Entertainment,R,Action,0,0,M
tt2718492,2013,T,Poland,Music Box Films,PG-13,Drama,1,0,M
tt2005374,2013,T,USA,The Film Arcade,R,Crime,0,1,M
tt2580928,2013,F,New Zealand,Sony Australia,N/A,Drama,0,0,M
tt2255372,2013,T,USA,,N/A,Comedy,1,0,M
tt1714915,2013,T,Germany,Sony Pictures Classics,R,Comedy,0,0,M
tt2303110,2013,F,USA,N/A,R,Action,0,1,M
tt2542420,2013,T,UK,,TV-MA,Drama,2,2,M
tt2053463,2013,T,USA,Open Road Films,R,Crime,0,1,M
tt1392214,2013,T,USA,Warner Bros.,R,Crime,0,1,M
tt2406252,2013,F,France,IFC Films,NOT RATED,Drama,0,3,M
tt1937118,2013,T,France,Cohen Media Group,R,Comedy,0,0,M
tt2364841,2013,F,USA,20th Century Fox,R,Crime,0,2,M
tt2132285,2013,T,USA,A24 Films,R,Biography,2,0,F
tt2545118,2013,T,USA,Magnolia Pictures,PG-13,Documentary,1,1,F
tt1690953,2013,T,USA,Universal Pictures,PG,Animation,0,0,M
tt1171222,2013,T,USA,Fox Searchlight,PG-13,Comedy,0,2,M
tt2258858,2013,T,Saudi Arabia,Sony Pictures Classics,PG,Comedy,0,0,M
tt1351685,2013,F,USA,Warner Bros.,PG-13,Adventure,0,4,M
tt2395417,2013,F,UK,Tribeca Film,TV-14,Drama,0,0,M
tt2278871,2013,T,France,IFC Films,NC-17,Drama,1,0,M
tt2429414,2013,T,Germany,N/A,N/A,Comedy,2,1,F
tt2404461,2013,T,France,Sony Pictures Classics,PG-13,Drama,0,0,M
tt2017561,2013,F,China,Magnolia Pictures,PG-13,Action,1,1,M
tt1457767,2013,T,USA,Warner Bros. Pictures,R,Horror,0,1,M
tt2829458,2013,T,Norway,Motlys,N/A,Comedy,0,0,M
tt1860353,2013,T,USA,DreamWorks Animation,PG,Animation,0,4,M
tt2343371,2013,T,Italy,Unknown,N/A,Comedy,0,0,M
tt2382009,2013,T,Denmark,Magnolia Pictures,NOT RATED,Drama,0,0,M
tt2247432,2013,T,USA,Variance Films,UNRATED,Crime,0,1,M
tt1430132,2013,T,USA,20th Century Fox,PG-13,Action,0,2,M
tt2599226,2013,T,USA,FUN FAMILY FEATURES. LLC,N/A,Family,0,1,M
tt1288558,2013,T,USA,TriStar Pictures,R,Fantasy,0,1,M
tt2388759,2013,T,USA,Tribeca Film,TV-MA,Comedy,0,3,M
tt1767354,2013,T,USA,RLJ/Image Entertainment,N/A,Comedy,0,2,M
tt2404738,2013,T,Spain,IFC Films,NOT RATED,Action,0,1,M
tt2224073,2013,T,USA,N/A,NOT RATED,Drama,0,0,M
tt0453562,2013,F,USA,Warner Bros. Pictures,PG-13,Biography,0,1,M
tt2018086,2013,T,France,Kino Lorber,NOT RATED,Biography,1,2,M
tt1785612,2013,T,USA,IFC Films,NOT RATED,Documentary,0,0,M
tt2881698,2013,F,USA,Deep Studios LLC.,R,Horror,0,3,M
tt1674047,2013,T,USA,Moviehead Pictures,NOT RATED,Action,0,1,M
tt2479800,2013,T,USA,Tribeca Film,R,Drama,1,1,F
tt2345567,2013,T,Canada,IFC Midnight,NOT RATED,Horror,0,1,M
tt1509788,2013,T,USA,Gravitas Ventures,UNRATED,Adventure,2,1,M
tt1272878,2013,F,USA,Universal Pictures,R,Action,0,2,M
tt1858481,2013,T,UK,Cohen Media Group,R,Action,0,1,M
tt1535108,2013,T,USA,TriStar Pictures,R,Action,0,0,M
tt2752200,2013,T,France,IFC Films,NOT RATED,Drama,0,0,M
tt2296697,2013,T,USA,Radius-TWC,R,Drama,0,0,M
tt2188560,2013,F,Japan,N/A,N/A,Mystery,0,0,M
tt2294189,2013,T,UK,,TV-MA,Crime,0,1,M
tt1935179,2013,F,USA,Lionsgate/Roadside Attractions,PG-13,Drama,0,0,M
tt2294629,2013,T,USA,Walt Disney Pictures,PG,Animation,2,2,M
tt2279864,2013,F,USA,HBO Films,TV-MA,Comedy,0,3,M
tt2034139,2013,T,France,CBS Films,PG-13,Drama,0,3,M
tt1723121,2013,T,USA,Warner Bros. Pictures,R,Comedy,0,4,M
tt1343092,2013,T,Australia,Warner Bros. Pictures,PG-13,Drama,0,1,M
tt2226417,2013,F,USA,FilmDistrict,PG-13,Horror,0,1,M
tt2991296,2013,F,USA,IFC Films,UNRATED,Adventure,0,2,M
tt2431286,2013,T,UK,The Weinstein Company,PG-13,Biography,0,2,M
tt2495118,2013,T,Hong Kong,Well Go USA,PG-13,Action,1,0,M
tt2187115,2013,T,Romania,Zeitgeist Films,NOT RATED,Drama,0,0,M
tt1291580,2013,F,USA,HBO Films,TV-MA,Biography,0,3,M
tt2664258,2013,F,Germany,All Ahead Film,N/A,Comedy,0,0,M
tt1433811,2013,F,USA,LD Entertainment,R,Drama,0,1,M
tt2235902,2013,T,USA,Breaking Glass Pictures,PG-13,Comedy,0,1,M
tt0848537,2013,T,USA,Twentieth Century Fox,PG,Animation,0,7,M
tt2896036,2013,F,Spain,Outsider Pictures,NOT RATED,Comedy,0,1,M
tt0993846,2013,T,USA,Paramount Studios,R,Biography,1,1,M
tt2054790,2013,F,France,Music Box Films,UNRATED,Drama,0,0,M
tt2531258,2013,F,Vietnam,Grindstone Entertainment,R,Action,0,1,M
tt1670345,2013,F,USA,Lionsgate Films,PG-13,Crime,0,2,M
tt1905041,2013,T,USA,Universal Pictures,PG-13,Action,0,2,M
tt2404463,2013,T,USA,20th Century Fox,R,Action,1,0,M
tt2328549,2013,T,France,IFC Midnight,NOT RATED,Horror,1,0,F
tt2395421,2013,F,Croatia,Adopt Films,N/A,Comedy,0,0,M
tt2628260,2013,T,USA,N/A,N/A,Documentary,0,0,F
tt2440362,2013,T,Japan,N/A,NOT RATED,Horror,0,0,M
tt2379082,2013,F,Australia,N/A,NOT RATED,Drama,0,1,M
tt2831440,2013,F,USA,N/A,NOT RATED,Short,0,2,M
tt2508258,2013,T,USA,N/A,N/A,Comedy,0,1,F
tt3306776,2013,T,Japan,N/A,TV-MA,Animation,0,0,M
tt2317225,2013,T,UK,Xlrator Media,R,Action,0,0,M
tt2524674,2013,T,Germany,Strand Releasing,NOT RATED,Comedy,1,1,M
tt2217458,2013,T,Brazil,Wolfe Releasing,NOT RATED,Biography,3,1,M
tt2386278,2013,T,USA,IFC Films,R,Horror,0,1,M
tt2201548,2013,T,USA,Oscilloscope Laboratories,NOT RATED,Drama,1,0,F
tt3321254,2013,T,USA,Universal Pictures,TV-Y,Animation,0,1,M
tt1838520,2013,T,USA,Tribeca Films. Well Go USA,NOT RATED,Drama,3,0,F
tt1931602,2013,T,USA,Well Go USA,R,Drama,1,0,F
tt2866360,2013,T,USA,Oscilloscope Pictures,NOT RATED,Horror,0,3,M
tt1647413,2013,T,USA,Blue Frog Films LLC,NOT RATED,Comedy,0,1,F
tt1714206,2013,F,USA,A24,R,Comedy,0,2,M
tt2407574,2013,T,UK,,TV-MA,Comedy,0,0,M
tt2042583,2013,F,Mexico,N/A,NOT RATED,Drama,0,2,M
tt1181840,2013,T,France,Shout! Factory,PG,Animation,0,4,M
tt1966566,2013,F,Russia,Sony Pictures,R,Action,0,0,M
tt2265534,2013,T,USA,Screen Media Films,R,Drama,0,0,M
tt2184339,2013,T,USA,Universal Pictures,R,Horror,0,1,M
tt2865802,2013,F,Germany,Busse & Halberschmidt Filmproduktion,N/A,Drama,0,0,M
tt0770828,2013,T,USA,Warner Bros. Pictures,PG-13,Action,0,5,M
tt2375574,2013,F,UK,Drafthouse Films,NOT RATED,Drama,1,0,M
tt2024432,2013,F,USA,Universal Pictures,R,Adventure,0,3,M
tt0816711,2013,T,USA,Paramount Pictures,PG-13,Action,0,5,M
tt2776074,2013,T,France,N/A,N/A,Adventure,3,1,F
tt2265398,2013,T,USA,Magnolia Pictures,R,Comedy,0,1,M
tt1311071,2013,F,USA,Sony Pictures Classics,R,Biography,0,3,M
tt2165859,2013,F,UK,Anchor Bay/Freestyle Releasing,R,Horror,0,2,M
tt1682180,2013,T,UK,Fox Searchlight Pictures,R,Drama,0,0,M
tt2289538,2013,T,France,Cohen Media Group,NOT RATED,Comedy,0,0,M
tt2298416,2013,T,France,Panache Productions,N/A,Drama,0,0,M
tt2378281,2013,T,Mexico,Lionsgate Films,PG-13,Comedy,2,5,M
tt2338864,2013,F,Germany,American Cinematheque,N/A,Drama,0,1,M
tt0790636,2013,T,USA,Focus Features,R,Biography,0,1,M
tt2281159,2013,T,USA,IFC Films,NOT RATED,Drama,0,1,M
tt2511190,2013,T,USA,FUN FAMILY FEATURES. LLC,NOT RATED,Comedy,0,1,M
tt2051879,2013,T,USA,Magnolia Pictures,PG-13,Drama,0,1,M
tt1211956,2013,F,USA,Summit Entertainment,R,Action,0,3,M
tt1937390,2013,T,Denmark,Magnolia Pictures,NOT RATED,Drama,0,0,M
tt2258345,2013,F,USA,Millenium Entertainment,R,Comedy,0,1,M
tt1932718,2013,F,USA,Roadside Attractions,R,Comedy,0,0,M
tt2194499,2013,T,UK,Universal Pictures,R,Comedy,0,1,M
tt1766175,2013,T,UK,IFC Midnight,NOT RATED,Crime,0,0,M
tt2169322,2013,F,China,China Lion Film,N/A,Comedy,0,0,M
